id,,num_likes,keyword_id
20716,"""inconsistencies is an awesome keyword!""",35,42476
20717,"""predictors is an awesome keyword!""",21,42479
20718,"""markers is an awesome keyword!""",29,42480
20719,"""sensory system is an awesome keyword!""",11,42484
20720,"""body motion is an awesome keyword!""",38,42485
20721,"""avoidance is an awesome keyword!""",40,42488
20722,"""decentralized system is an awesome keyword!""",15,42492
20723,"""pictures is an awesome keyword!""",40,42494
20724,"""quantum physics is an awesome keyword!""",32,42496
20725,"""non-euclidean geometry is an awesome keyword!""",21,42497
20726,"""phenomena is an awesome keyword!""",2,42502
20727,"""inductive generalization is an awesome keyword!""",22,42504
20728,"""biological models is an awesome keyword!""",23,42505
20729,"""non-standard analysis is an awesome keyword!""",8,42511
20730,"""counterfactual reasoning is an awesome keyword!""",35,42518
20731,"""genealogy is an awesome keyword!""",9,42519
20732,"""intuitive notion is an awesome keyword!""",0,42522
20733,"""hypotheses is an awesome keyword!""",19,42523
20734,"""laplace is an awesome keyword!""",39,42524
20735,"""impossibility results is an awesome keyword!""",17,42526
20736,"""field theory is an awesome keyword!""",45,42527
20737,"""kuhn is an awesome keyword!""",21,42528
20738,"""scientific work is an awesome keyword!""",21,42529
20739,"""means is an awesome keyword!""",39,42533
20740,"""belief bases is an awesome keyword!""",45,42534
20741,"""genetic drift is an awesome keyword!""",37,42536
20742,"""know-how is an awesome keyword!""",32,42538
20743,"""analogies is an awesome keyword!""",1,42539
20744,"""natural language analysis is an awesome keyword!""",39,42541
20745,"""renormalization group is an awesome keyword!""",39,42542
20746,"""ellipsis is an awesome keyword!""",0,42544
20747,"""abstract model theory is an awesome keyword!""",12,42546
20748,"""research communities is an awesome keyword!""",27,42548
20749,"""freedom is an awesome keyword!""",27,42558
20750,"""simple structure is an awesome keyword!""",5,42561
20751,"""perspectives is an awesome keyword!""",45,42564
20752,"""bayesian paradigm is an awesome keyword!""",33,42569
20753,"""mental states is an awesome keyword!""",34,42571
20754,"""extremal combinatorics is an awesome keyword!""",46,42573
20755,"""height is an awesome keyword!""",46,42574
20756,"""cover graph is an awesome keyword!""",4,42575
20757,"""asymptotic enumeration is an awesome keyword!""",4,42577
20758,"""interval algebra is an awesome keyword!""",32,42578
20759,"""level problem is an awesome keyword!""",27,42580
20760,"""clones is an awesome keyword!""",28,42582
20761,"""encodings is an awesome keyword!""",22,42583
20762,"""objective metrics is an awesome keyword!""",36,42587
20763,"""bone age assessment is an awesome keyword!""",15,42589
20764,"""inspections is an awesome keyword!""",45,42592
20765,"""memory models is an awesome keyword!""",11,42599
20766,"""union is an awesome keyword!""",24,42600
20767,"""parallel processors is an awesome keyword!""",29,42603
20768,"""research challenge is an awesome keyword!""",21,42604
20769,"""research directions is an awesome keyword!""",34,42613
20770,"""visualization tools is an awesome keyword!""",0,42620
20771,"""group discussion is an awesome keyword!""",30,42621
20772,"""task distribution is an awesome keyword!""",18,42622
20773,"""debate is an awesome keyword!""",29,42623
20774,"""opinions is an awesome keyword!""",17,42624
20775,"""uml class diagrams is an awesome keyword!""",23,42628
20776,"""simulated data is an awesome keyword!""",10,42633
20777,"""microscopic images is an awesome keyword!""",48,42638
20778,"""neocortex is an awesome keyword!""",5,42640
20779,"""gliomas is an awesome keyword!""",23,42641
20780,"""mobile wireless sensor network is an awesome keyword!""",48,42650
20781,"""handoff latency is an awesome keyword!""",42,42651
20782,"""imperfect channel state information is an awesome keyword!""",45,42653
20783,"""viterbi decoding is an awesome keyword!""",43,42655
20784,"""capacitive coupling is an awesome keyword!""",12,42656
20785,"""gateways is an awesome keyword!""",4,42666
20786,"""fdma is an awesome keyword!""",12,42670
20787,"""smooth approximation is an awesome keyword!""",28,42673
20788,"""model class is an awesome keyword!""",42,42676
20789,"""forward-backward algorithm is an awesome keyword!""",41,42677
20790,"""linear noise approximation is an awesome keyword!""",13,42679
20791,"""finite mixtures is an awesome keyword!""",2,42680
20792,"""algebraic statistics is an awesome keyword!""",38,42681
20793,"""cox model is an awesome keyword!""",19,42682
20794,"""survival data is an awesome keyword!""",14,42683
20795,"""inversion formula is an awesome keyword!""",24,42684
20796,"""pseudorandom numbers is an awesome keyword!""",33,42689
20797,"""latent factors is an awesome keyword!""",15,42690
20798,"""boundary element methods is an awesome keyword!""",44,42691
20799,"""pseudo-boolean functions is an awesome keyword!""",17,42696
20800,"""contact network is an awesome keyword!""",15,42697
20801,"""circles is an awesome keyword!""",2,42700
20802,"""individual performance is an awesome keyword!""",28,42703
20803,"""defective items is an awesome keyword!""",2,42706
20804,"""face-to-face communication is an awesome keyword!""",48,42707
20805,"""multimodal features is an awesome keyword!""",14,42717
20806,"""vector size is an awesome keyword!""",30,42726
20807,"""application programming interfaces is an awesome keyword!""",32,42732
20808,"""fda is an awesome keyword!""",42,42733
20809,"""project performance is an awesome keyword!""",44,42734
20810,"""catalog is an awesome keyword!""",1,42738
20811,"""local models is an awesome keyword!""",3,42740
20812,"""partial replication is an awesome keyword!""",26,42744
20813,"""scientific software is an awesome keyword!""",21,42745
20814,"""object-oriented frameworks is an awesome keyword!""",48,42748
20815,"""stochastic method is an awesome keyword!""",34,42752
20816,"""binary exponential backoff is an awesome keyword!""",21,42758
20817,"""structural balance is an awesome keyword!""",21,42763
20818,"""relaxations is an awesome keyword!""",1,42765
20819,"""automatic grading is an awesome keyword!""",7,42771
20820,"""sdp relaxation is an awesome keyword!""",32,42778
20821,"""suboptimal solutions is an awesome keyword!""",46,42779
20822,"""direct optimization is an awesome keyword!""",28,42781
20823,"""bimatrix game is an awesome keyword!""",43,42782
20824,"""adaptive finite element methods is an awesome keyword!""",27,42783
20825,"""picard iteration is an awesome keyword!""",35,42786
20826,"""network flow problems is an awesome keyword!""",8,42790
20827,"""newton methods is an awesome keyword!""",3,42791
20828,"""precondition is an awesome keyword!""",38,42792
20829,"""homotopy methods is an awesome keyword!""",42,42793
20830,"""symmetric tensor is an awesome keyword!""",45,42794
20831,"""regularization technique is an awesome keyword!""",24,42797
20832,"""markov chain analysis is an awesome keyword!""",36,42798
20833,"""interior point algorithms is an awesome keyword!""",49,42799
20834,"""dual algorithm is an awesome keyword!""",15,42804
20835,"""k-center problem is an awesome keyword!""",2,42806
20836,"""maximum weight matching is an awesome keyword!""",44,42807
20837,"""real-time data is an awesome keyword!""",17,42809
20838,"""subgradient algorithm is an awesome keyword!""",30,42816
20839,"""image quality index is an awesome keyword!""",33,42819
20840,"""acceleration signal is an awesome keyword!""",44,42821
20841,"""image augmentation is an awesome keyword!""",20,42832
20842,"""multiple measurement vectors is an awesome keyword!""",36,42833
20843,"""fusion rules is an awesome keyword!""",15,42836
20844,"""signal recovery is an awesome keyword!""",0,42841
20845,"""image resolution is an awesome keyword!""",49,42842
20846,"""motion magnification is an awesome keyword!""",35,42843
20847,"""bit rate is an awesome keyword!""",22,42844
20848,"""approximation function is an awesome keyword!""",17,42850
20849,"""analog-to-digital converter is an awesome keyword!""",14,42851
20850,"""iterative regularization is an awesome keyword!""",13,42853
20851,"""facial landmark localization is an awesome keyword!""",26,42854
20852,"""automated detection is an awesome keyword!""",19,42856
20853,"""data mining algorithms is an awesome keyword!""",44,42857
20854,"""graph sparsification is an awesome keyword!""",12,42858
20855,"""data corruption is an awesome keyword!""",27,42860
20856,"""active exploration is an awesome keyword!""",48,42861
20857,"""node ranking is an awesome keyword!""",45,42862
20858,"""common subsequence is an awesome keyword!""",36,42864
20859,"""spammer is an awesome keyword!""",17,42865
20860,"""periodogram is an awesome keyword!""",25,42869
20861,"""ranking loss is an awesome keyword!""",35,42870
20862,"""geometric information is an awesome keyword!""",46,42871
20863,"""data segmentation is an awesome keyword!""",27,42872
20864,"""formal concepts is an awesome keyword!""",25,42873
20865,"""data series is an awesome keyword!""",39,42875
20866,"""descriptor space is an awesome keyword!""",38,42876
20867,"""equilibrium analysis is an awesome keyword!""",25,42878
20868,"""real-time search is an awesome keyword!""",2,42879
20869,"""plurality is an awesome keyword!""",10,42885
20870,"""fast convergence is an awesome keyword!""",14,42887
20871,"""algebraic analysis is an awesome keyword!""",28,42888
20872,"""algebraic methods is an awesome keyword!""",21,42890
20873,"""adaptive detection is an awesome keyword!""",45,42891
20874,"""dynamic range is an awesome keyword!""",28,42894
20875,"""demodulation is an awesome keyword!""",14,42895
20876,"""grade is an awesome keyword!""",10,42897
20877,"""bessel function is an awesome keyword!""",14,42899
20878,"""state equation is an awesome keyword!""",0,42902
20879,"""optical system is an awesome keyword!""",3,42905
20880,"""redundant dictionary is an awesome keyword!""",30,42909
20881,"""workflow system is an awesome keyword!""",7,42922
20882,"""formal techniques is an awesome keyword!""",12,42929
20883,"""automation systems is an awesome keyword!""",30,42938
20884,"""logical models is an awesome keyword!""",34,42944
20885,"""invariant sets is an awesome keyword!""",24,42948
20886,"""linear time invariant system is an awesome keyword!""",40,42950
20887,"""system behavior is an awesome keyword!""",21,42952
20888,"""ball is an awesome keyword!""",12,42954
20889,"""traffic signals is an awesome keyword!""",16,42957
20890,"""galerkin methods is an awesome keyword!""",41,42958
20891,"""symplectic integrators is an awesome keyword!""",21,42961
20892,"""sparse polynomials is an awesome keyword!""",22,42963
20893,"""inverse scattering is an awesome keyword!""",40,42964
20894,"""regression estimation is an awesome keyword!""",7,42966
20895,"""linear differential equations is an awesome keyword!""",1,42967
20896,"""average case complexity is an awesome keyword!""",41,42968
20897,"""polyhedral complex is an awesome keyword!""",50,42969
20898,"""haar measure is an awesome keyword!""",3,42970
20899,"""hyperplane arrangements is an awesome keyword!""",27,42971
20900,"""competitions is an awesome keyword!""",37,42975
20901,"""hyperlinks is an awesome keyword!""",3,42976
20902,"""equilibrium logic is an awesome keyword!""",40,42977
20903,"""quantitative reasoning is an awesome keyword!""",12,42990
20904,"""term is an awesome keyword!""",36,42991
20905,"""backdoor is an awesome keyword!""",44,42992
20906,"""response generation is an awesome keyword!""",2,42994
20907,"""efficient execution is an awesome keyword!""",40,42998
